3.487856258378192671e-08	3.826023995117764379e-05	5.374297115916668727e-03	1.954293295135051123e-01	1.994569428392715560e+00	6.233858974208870585e+00	6.574625782593215284e+00	3.031488670916242967e+00	1.939865759032002313e+00	2.549456165068822333e+00	3.597287046976624936e+00	3.104153251907796118e+00	1.888031509834186883e+00	2.051524756249435200e+00	9.722824387241597432e-04	9.417208624497912239e-02	2.141997980869773333e+00	1.193502334094602446e+01	1.694142961088389754e+01	6.739691668741805586e+00	3.863910500571274831e+00	6.821243204417521966e+00	6.921148110635527928e+00	7.041137958777198946e+00	6.432888818274856924e+00	4.771744317220049325e+00	4.084665137504401855e+00	4.289056458083956969e+00	0.000000000000000000e+00	1.239647367340493535e-10	2.436065004907686393e-05	3.743282282332848626e-03	1.369312151261805333e-01	1.349300081954226904e+00	4.515680583108833801e+00	6.392179739820519124e+00	4.205173984650236285e+00	2.304726187298229867e+00	1.853729682289708691e+00	2.375606411630176495e+00	2.810185782290137713e+00	2.498822469203679564e+00
3.312107856161212057e-08	3.450687657465483340e-05	4.922120339445981187e-03	1.838781379542670236e-01	1.939591665446632307e+00	6.244697996361140646e+00	6.709396489729398283e+00	3.086614212819867031e+00	1.938274585247866888e+00	2.574952811444122247e+00	3.646281625049768493e+00	3.120480298061738544e+00	1.861680142660724790e+00	2.007610476749114525e+00	1.029344806392606948e-03	9.738989636034722785e-02	2.172147239348130476e+00	1.190898195189950037e+01	1.672885460868804230e+01	6.766167624324316954e+00	3.853223112301293440e+00	6.660922521764564230e+00	7.108190119885199998e+00	7.309089996649434262e+00	6.405604721401415347e+00	4.699617778669893831e+00	3.957661642051450102e+00	4.061228977290777920e+00	0.000000000000000000e+00	1.239647367340493535e-10	2.558826972067980126e-05	3.889232537293928378e-03	1.407946920047827566e-01	1.369106511679154314e+00	4.542529647601078580e+00	6.539109973339877868e+00	4.113222123212108450e+00	1.789785802702802631e+00	1.893349035631966437e+00	2.775760915928226158e+00	2.959019799859478272e+00	2.349350734732397417e+00
3.318937931354955302e-08	3.483031170698221683e-05	4.948321084173193038e-03	1.840811824633531713e-01	1.938260118698410528e+00	6.248998678653813421e+00	6.717476008756363193e+00	3.074593841257706295e+00	1.931206135157058634e+00	2.574761821106330562e+00	3.650480296326362062e+00	3.121777656326770067e+00	1.856626751443483547e+00	2.004397609748350462e+00	1.041295601039501180e-03	9.835742626030739844e-02	2.189850836359168884e+00	1.197165222048887401e+01	1.669433650939377856e+01	6.549744306543029637e+00	3.793824007488725503e+00	6.791739413964273275e+00	7.153531602066758310e+00	7.230356016295402810e+00	6.343746922068429939e+00	4.709531103021180165e+00	4.024323006544496373e+00	4.089324071630538349e+00	0.000000000000000000e+00	1.239647367340493535e-10	2.563757758137372180e-05	3.851035961504020114e-03	1.377571581258935918e-01	1.331784242057153067e+00	4.446942694831686360e+00	6.435588091442062009e+00	4.140800818003431694e+00	1.930054781672734032e+00	1.883193522616659177e+00	2.744033870277568177e+00	2.927514060508476401e+00	2.325987055789619173e+00
3.151747734850719315e-08	2.886331032344960988e-05	4.096454640012239627e-03	1.558527944094628970e-01	1.716694115380932528e+00	5.867517025959648969e+00	6.702839184546091289e+00	3.202839764053375671e+00	1.931450860392776470e+00	2.457090887447476835e+00	3.553012756694706731e+00	3.127236375640258359e+00	1.962096067657904452e+00	2.044571721439001788e+00	1.074594668321200795e-03	9.777596520357459409e-02	2.135384920879149995e+00	1.169794987586048229e+01	1.696565414313876730e+01	7.538140744267995075e+00	3.887807193579496445e+00	6.219770316965245627e+00	6.815086656414937494e+00	7.419842275197756187e+00	6.844301617518302017e+00	4.686364307593351874e+00	3.703851144159992170e+00	4.105338392866519470e+00	0.000000000000000000e+00	7.246377122449422564e-10	2.859425983249307392e-05	4.343270306955411379e-03	1.593035591476542334e-01	1.593567927340326928e+00	5.267254964861082023e+00	6.777426608103221284e+00	3.676028124042902689e+00	1.635154217505328411e+00	1.767266306826157374e+00	2.830014349249689420e+00	3.228716736073284022e+00	2.585280652647888644e+00
3.306904615616754848e-08	3.531016302297266342e-05	4.909216651642222054e-03	1.775431973836928412e-01	1.823698241723299418e+00	5.823184418228845693e+00	6.343111292070235052e+00	3.039321216575577633e+00	1.888348085718378977e+00	2.444724140268594859e+00	3.589063819155430046e+00	3.109425212241182290e+00	1.882458229081102052e+00	2.057829189240222512e+00	1.002616373490523675e-03	9.572734241221023122e-02	2.151390260713927027e+00	1.186550594779731505e+01	1.672223441166233471e+01	6.688632738873695693e+00	3.640378692731934596e+00	6.407420944363189541e+00	6.903018328077872745e+00	7.227828634171914679e+00	6.535259524243991258e+00	4.680839701602515390e+00	3.961089044216834054e+00	4.234250946143458982e+00	0.000000000000000000e+00	2.997324018282555757e-07	1.015918555080151751e-04	8.140983274605160733e-03	1.939321489025029321e-01	1.523212971723609588e+00	4.639740521190849343e+00	6.334493580882073260e+00	3.947864171542349698e+00	1.977950992473422653e+00	1.890798080470773801e+00	2.674867410288873426e+00	3.012297825810590801e+00	2.402853419719851669e+00
3.142087844737124554e-08	2.939391135909642637e-05	4.124920335011351795e-03	1.543522389500261160e-01	1.674749830646897752e+00	5.681338317552360628e+00	6.485088152862539701e+00	3.098855178697422996e+00	1.833380378078947048e+00	2.331470189189014608e+00	3.516944828141790769e+00	3.136322838704962201e+00	1.929848914122920034e+00	2.053678178907294427e+00	1.134370140427941624e-03	1.032294312280919446e-01	2.237682153187641632e+00	1.202591496203980093e+01	1.663209107705672807e+01	6.440529065198456138e+00	3.381657853128805513e+00	6.146093875309062149e+00	6.809939545923808346e+00	7.434484120036124466e+00	6.535735895036212995e+00	4.509163891972656657e+00	3.842321559826720634e+00	4.180152082353334464e+00	0.000000000000000000e+00	4.903376965173233233e-09	3.053068036587723095e-05	4.460664558390141018e-03	1.553939166134233052e-01	1.460905273546707184e+00	4.696415842791970441e+00	6.380755107207058963e+00	3.656133330050526986e+00	1.569975091664598921e+00	1.836644424962296185e+00	3.012132846222978166e+00	3.239945637021060865e+00	2.339392901811432335e+00
3.111768157611844094e-08	2.821843492402722952e-05	4.012534113142738994e-03	1.534553763107973090e-01	1.703568400906453562e+00	5.864762760177831602e+00	6.717941665463928125e+00	3.194127897927587778e+00	1.919066750396772880e+00	2.449039465214242206e+00	3.546307823962592476e+00	3.112976776540512525e+00	1.947717743897225517e+00	2.011891011524576722e+00	1.135825799729181344e-03	1.028202788594093364e-01	2.221284384541383883e+00	1.194370520698393179e+01	1.675629032257754858e+01	7.042570330019655600e+00	3.987850399826551318e+00	6.650270587185864279e+00	6.802671769154867931e+00	7.249327660777455051e+00	6.716311373476954394e+00	4.581155379835176511e+00	3.773961513798590683e+00	4.248314421838626842e+00	0.000000000000000000e+00	1.933560444589922006e-07	8.840492028374150827e-05	8.427002636615560024e-03	2.211379294103914817e-01	1.794729128292717801e+00	5.361175692220876421e+00	6.703802148306634123e+00	3.567586796544894856e+00	1.583696162748099434e+00	1.601195948732864638e+00	2.743601519904450559e+00	3.359952190790619131e+00	2.650092801704634127e+00
3.151150028884563064e-08	3.443105194752419312e-05	4.906559595693667578e-03	1.825698215669020741e-01	1.919889624921689908e+00	6.191846991819137003e+00	6.677228246898989639e+00	3.099769632123072327e+00	1.953681761966362229e+00	2.505092737112166734e+00	3.623088454319460361e+00	3.129325379538154372e+00	1.861610691165500375e+00	1.994243771787801656e+00	1.079674032049675932e-03	1.012502483089968430e-01	2.234705997261373867e+00	1.210008964958019995e+01	1.669568368514115164e+01	6.407115112302931514e+00	3.725082547475169203e+00	6.978251134526090027e+00	7.141645133116735877e+00	7.231671432109454400e+00	6.355693450085832197e+00	4.546448089720917629e+00	3.856205387828505859e+00	4.238576751696780498e+00	0.000000000000000000e+00	1.908599617378252215e-07	9.290203959653274405e-05	8.947429826288353510e-03	2.274180269651552289e-01	1.716381453379537625e+00	4.892508509541992012e+00	6.428583156079091587e+00	3.661583737793028703e+00	1.602429916077474426e+00	1.767865006184842436e+00	2.775563873344727650e+00	3.120970656742222182e+00	2.500427286802373139e+00
3.988584716202914902e-08	3.856247030809977790e-05	5.303659071247466758e-03	1.907139287783400916e-01	1.948804743849551269e+00	6.149930601041808664e+00	6.539417085286674869e+00	3.072180339919811320e+00	1.987270834726951874e+00	2.507075980464852361e+00	3.564666108898852936e+00	3.103797784266863591e+00	1.928551526786759895e+00	2.049702148634166221e+00	1.048996359156884745e-03	9.887819855995727547e-02	2.194911931759485846e+00	1.197020835360864410e+01	1.671168426496042869e+01	6.680749492494808095e+00	3.798012755534256435e+00	6.646834671853147469e+00	7.072741078919673186e+00	7.292396038020159565e+00	6.302966774776527892e+00	4.482739631659415025e+00	3.886999185949873592e+00	4.223430671791565949e+00	0.000000000000000000e+00	3.808062555349770104e-08	4.615549032887457013e-05	5.952211351858328718e-03	1.887465909391919106e-01	1.643670367555107426e+00	4.899146810358780080e+00	6.301322788614942993e+00	3.607242720317019646e+00	1.625459961337361037e+00	1.875873983582447613e+00	2.883618489488681380e+00	3.255105825510720585e+00	2.490871507047303091e+00
3.398538697754437293e-08	3.301086300710350777e-05	4.685520587067937975e-03	1.750460724381218414e-01	1.849685260937183884e+00	5.942951803515699183e+00	6.393768507932078293e+00	3.138546205236082631e+00	2.006043485149618277e+00	2.480437083324049219e+00	3.520020587411845980e+00	3.048692397324179293e+00	2.029782633259435087e+00	2.105357875989145366e+00	1.060887379833451742e-03	9.708729118913675404e-02	2.130548422624731320e+00	1.171293603385436022e+01	1.703220122395309488e+01	7.602461412342090163e+00	3.911389686234368668e+00	6.112961192653707521e+00	6.883320767249223593e+00	7.388373558838823740e+00	6.553384553629494569e+00	4.779990940004265276e+00	3.938595265172380344e+00	4.060673652431748160e+00	0.000000000000000000e+00	8.421215785110233544e-09	3.483344074653016415e-05	5.152894843138409661e-03	1.824872922541319331e-01	1.715978649462557959e+00	5.211877385941572349e+00	6.476453695202970984e+00	3.792733476229235290e+00	1.928545842854085146e+00	1.865137791646033438e+00	2.592833458622564979e+00	3.004004937036764300e+00	2.584841535120411038e+00
